2.809266, 3.939243, -1.193417, 0.000000
2.807161, 3.943623, -1.189165, 0.000000
2.805228, 3.941410, -1.189307, 0.000000
2.810683, 3.942927, -1.186683, 0.000000
2.809563, 3.944427, -1.187932, 0.000000
2.814948, 3.944607, -1.184071, 0.000000
2.813572, 3.945250, -1.180478, 0.000000
2.814907, 3.944701, -1.183659, 0.000000
2.816074, 3.940083, -1.200483, 0.000000
2.870798, 3.893067, -1.362940, 0.000000
2.946539, 3.830273, -1.584018, 0.000000
2.952340, 3.824974, -1.601337, 0.000000
2.953757, 3.822385, -1.601781, 0.000000
2.953060, 3.823257, -1.602776, 0.000000
2.951351, 3.819138, -1.619734, 0.000000
2.954781, 3.823881, -1.602690, 0.000000
2.954065, 3.822164, -1.606566, 0.000000
2.949019, 3.821302, -1.624955, 0.000000
2.951174, 3.824887, -1.594723, 0.000000
2.955714, 3.825332, -1.626183, 0.000000
2.961149, 3.822256, -1.645189, 0.000000
2.958076, 3.820480, -1.612224, 0.000000
2.954394, 3.821496, -1.611606, 0.000000
2.953550, 3.825321, -1.597566, 0.000000
2.953170, 3.821508, -1.611989, 0.000000
2.961792, 3.823578, -1.633131, 0.000000
2.963167, 3.823825, -1.632959, 0.000000
2.963484, 3.826583, -1.626771, 0.000000
3.033555, 3.824123, -1.685442, 0.000000
3.180467, 3.840060, -1.623844, 0.000000
3.158061, 3.839668, -1.597883, 0.000000
3.096891, 3.832556, -1.605026, 0.000000
2.993728, 3.828280, -1.623721, 0.000000
2.953351, 3.823019, -1.614308, 0.000000
2.955468, 3.824594, -1.620456, 0.000000
2.966629, 3.826162, -1.633645, 0.000000
